id,crop,category,fact_name,value,unit,value_type,context,source_institution,source_title,source_url,source_locator,source_page_number,source_medium,source_value_text,extraction_method,verification_status,verified_on,current_label_or_local_validation_required,notes
verified_0275,BARI Gom-30,Variety trait,Plant height — maximum,100,cm,number,,Bangladesh Wheat and Maize Research Institute (BWMRI),BARI Gom-30,https://bwmri.gov.bd/pages/static-pages/6922de18933eb65569e1831b,জাতের পাতা > জাতের বৈশিষ্ট্য > উপযোগী এলাকা > ফলন,,Official webpage/table,,structured parse of source-reported range,verified_against_visible_official_source,2026-07-24,False,
verified_0276,BARI Gom-31,Variety trait,Plant height — maximum,98,cm,number,,Bangladesh Wheat and Maize Research Institute (BWMRI),BARI Gom-31,https://bwmri.gov.bd/pages/static-pages/6922dcd2933eb65569e123f6,জাতের পাতা > জাতের বৈশিষ্ট্য > উপযোগী এলাকা > ফলন,,Official webpage/table,,structured parse of source-reported range,verified_against_visible_official_source,2026-07-24,False,
verified_0277,BARI Gom-32,Variety trait,Plant height — maximum,97,cm,number,,Bangladesh Wheat and Maize Research Institute (BWMRI),BARI Gom-32,https://bwmri.gov.bd/pages/static-pages/6922e087933eb65569e276c5,জাতের পাতা > জাতের বৈশিষ্ট্য > উপযোগী এলাকা > ফলন,,Official webpage/table,,structured parse of source-reported range,verified_against_visible_official_source,2026-07-24,False,
verified_0278,BARI Gom-33,Variety trait,Crop duration — reported range,108-112,days,range,,Bangladesh Wheat and Maize Research Institute (BWMRI),BARI Gom-33,https://bwmri.gov.bd/site/page/3873b43b-5523-4681-94f1-0e1bda851d1b,জাতের পাতা > জাতের বৈশিষ্ট্য > উপযোগী এলাকা > ফলন,,Official webpage/table,,direct structured extraction of source-reported range,verified_against_visible_official_source,2026-07-24,False,
verified_0279,BWMRI Gom-5,Variety trait,Crop duration — reported range,112-117,days,range,,Bangladesh Wheat and Maize Research Institute (BWMRI),BWMRI Gom-5,https://bwmri.gov.bd/pages/static-pages/6922dc25933eb65569e0ea41,জাতের পাতা > জাতের বৈশিষ্ট্য > উপযোগী এলাকা > ফলন,,Official webpage/table,,direct structured extraction of source-reported range,verified_against_visible_official_source,2026-07-24,False,
verified_0280,Wheat in Bangladesh,Crop coefficient,Development,0.8,Kc,text,January,Food and Agriculture Organization of the United Nations (FAO),AQUASTAT Irrigated Crop Calendars and Irrigation Water Requirement,https://www.fao.org/aquastat/en/data-analysis/irrig-water-use/irrigated-crop-calendars/index.html,Irrigated crop calendars > Bangladesh example; Irrigation water requirement > wheat example,,Official webpage/table,,direct structured extraction,verified_against_visible_official_source,2026-07-24,False,
verified_0281,All non-rice crops,Irrigation scheduling,Methods described — item,Simple calculation method,,list_item,,Food and Agriculture Organization of the United Nations (FAO),"Irrigation Water Management: Irrigation Scheduling, Chapter 3",https://www.fao.org/4/t7202e/t7202e06.htm,"Chapter 3 > Sections 3.1-3.3 > Tables 3, 4 and 5",,Official scanned technical manual presented as an HTML chapter,,direct structured extraction of source list item,verified_against_visible_official_source,2026-07-24,False,
verified_0282,Tomato,Crop water need,February,69,mm/month,text,FAO example for a 150-day crop,Food and Agriculture Organization of the United Nations (FAO),"Irrigation Water Management: Irrigation Water Needs, Chapter 4",https://www.fao.org/4/s2022e/s2022e04.htm,Chapter 4 > Irrigation Water Needs > formula and tomato example,,Official scanned technical manual presented as an HTML chapter,,direct structured extraction,verified_against_visible_official_source,2026-07-24,False,
verified_0283,Wheat,Fertilizer,TSP,150,kg/ha,number,Conservation-tillage cropping-pattern fertilizer table,Bangladesh Agricultural Research Institute (BARI),ফসল বিন্যাসের ফলন বৃদ্ধি ও মৃত্তিকার ভৌতগুণাবলী উন্নয়নের জন্য সংরক্ষিত কর্ষণ ও শস্যের অবশেষ ব্যবহার,https://m.baritechnology.org/crops/tech_detail/293,প্রযুক্তির বিবরণ > conservation tillage depth and crop-residue system > fertilizer application,,Official webpage/table,TSP: 150,direct structured extraction,verified_against_visible_official_source,2026-07-24,False,
verified_0284,Cabbage,Soil benefits of vermicompost,Reported benefits — item,Improves physical properties,,list_item,,Bangladesh Agricultural Research Institute (BARI),কেঁচো সার ও রাসায়নিক সারের সমন্বিত প্রয়োগে বাঁধাকপি উৎপাদন,https://baritechnology.org/m/crops/tech_detail/297,প্রযুক্তির বিবরণ > fertilizer description > application method > crop care,,Official webpage/table,,direct structured extraction of source list item,verified_against_visible_official_source,2026-07-24,False,
verified_0285,Tomato,Seed,Seed rate — minimum,200,g/ha,number,,Bangladesh Agricultural Research Institute (BARI),জিংক ও বোরন সার পাতায় সিঞ্চণ প্রয়োগে টমেটো চাষ,https://baritechnology.org/m/crops/tech_detail/300,প্রযুক্তির বিবরণ > অঞ্চল/মাটি/বীজ > sowing/transplanting > fertilizer table > foliar application,,Official webpage/table,,structured parse of source-reported range,verified_against_visible_official_source,2026-07-24,False,
verified_0286,Tomato,Crop calendar,Nursery sowing window — end,End of November,,date_text,,Bangladesh Agricultural Research Institute (BARI),টমেটো উৎপাদনে আরবাস্কুলার মাইকোরাইজা ও ফসফরাসের ব্যবহার,https://baritechnology.org/m/crops/tech_detail/304,প্রযুক্তির বিবরণ > production technology table > fertilizer rate and method,,Official webpage/table,,direct structured extraction,verified_against_visible_official_source,2026-07-24,False,
verified_0287,Mango,Pruning,Material to remove — item,Unnecessary branches,,list_item,,Bangladesh Agricultural Research Institute (BARI),আমের ফুল ও ফল ঝরা রোধে টেকসই ব্যবস্থাপনা,https://baritechnology.org/m/crops/tech_detail/322,প্রযুক্তির বিবরণ > seasonal management > age-based fertilizer table > application method,,Official webpage/table,,direct structured extraction of source list item,verified_against_visible_official_source,2026-07-24,False,
verified_0288,Bt Brinjal,Seed,Seed rate — reported range,200-250,g/ha,range,,Bangladesh Agricultural Research Institute (BARI),বিটি বেগুনের উন্নত উৎপাদন প্রযুক্তি,https://baritechnology.org/m/crops/tech_detail/333,"প্রযুক্তির বিবরণ > varieties/seedlings > soil and planting > irrigation, harvest, yield and finance",,Official webpage/table,,direct structured extraction of source-reported range,verified_against_visible_official_source,2026-07-24,False,
verified_0289,Brinjal,Seed,Seed rate — maximum,250,g/ha,number,,Bangladesh Agricultural Research Institute (BARI),আন্তঃফসল হিসাবে বেগুনের সাথে ঝাড়শীমের চাষ,https://baritechnology.org/m/crops/tech_detail/334,"প্রযুক্তির বিবরণ > varieties and seed rate > soil and planting > harvest, yield and finance",,Official webpage/table,,structured parse of source-reported range,verified_against_visible_official_source,2026-07-24,False,
verified_0290,Cropping system,Crop sequence,Crops — item,T. Aman Rice,,list_item,,Bangladesh Agricultural Research Institute (BARI),উঁচু গঙ্গাবাহিত প্লাবন ভূমিতে আলু-পেঁয়াজ/ভুট্টা-রোপাআমন ধান ফসল ধারায় সার সুপারিশমালা,https://baritechnology.org/m/crops/tech_detail/346,"প্রযুক্তির বিবরণ > crop sequence, seed rate and fertilizer table > management and yield",,Official webpage/table,,direct structured extraction of source list item,verified_against_visible_official_source,2026-07-24,False,
verified_0291,Onion,Fertilizer,TSP,260,kg/ha,number,Kurigram four-crop system fertilizer table,Bangladesh Agricultural Research Institute (BARI),পেঁয়াজ/মুগডাল-পাট-রোপা আমন ধান: কুড়িগ্রাম অঞ্চলের একটি চার ফসল ভিত্তিক উন্নত ফসল বিন্যাস,https://baritechnology.org/m/crops/tech_detail/348,"প্রযুক্তির বিবরণ > fertilizer table > management, harvest and yield",,Official webpage/table,TSP: 260,direct structured extraction,verified_against_visible_official_source,2026-07-24,False,
verified_0292,Cropping system,Finance,Reported profit increase,125,percent,text,,Bangladesh Agricultural Research Institute (BARI),খুলনার উপকূলীয় অঞ্চলে রোপাআমন-সরিষা-মুগডাল একটি উন্নত ফসল ধারা,https://baritechnology.org/m/crops/tech_detail/349,"প্রযুক্তির বিবরণ > উৎপাদন প্রযুক্তি > সারের নাম table > সার প্রয়োগ পদ্ধতি, আন্তঃপরিচর্যা ও ফলন",,Official webpage/table,,direct structured extraction,verified_against_visible_official_source,2026-07-24,False,
verified_0293,Garlic and Groundnut,Fertilizer,TSP,400,kg/ha,number,Intercropping technology fertilizer package,Bangladesh Agricultural Research Institute (BARI),বগুড়ার চরাঞ্চলে রসুনের সাথে চীনাবাদামের আন্তঃফসল চাষ একটি লাভজনক প্রযুক্তি,https://baritechnology.org/m/crops/tech_detail/350,"প্রযুক্তির বিবরণ > fertilizer table > management > harvest, yield and finance",,Official webpage/table,TSP: 400,direct structured extraction,verified_against_visible_official_source,2026-07-24,False,
verified_0294,Cropping system,Region,Suitable AEZ — item,AEZ-7,,list_item,Tangail and similar areas,Bangladesh Agricultural Research Institute (BARI),সরিষা-বোরো ধান-পাট-রোপা আমন ধান: টাংগাইল অঞ্চলের একটি অধিক উৎপাদনশীল ফসল বিন্যাস,https://m.baritechnology.org/crops/tech_detail/353,প্রযুক্তির বিবরণ > system comparison > varieties and seed rates > fertilizer table,,Official webpage/table,,direct structured extraction of source list item,verified_against_visible_official_source,2026-07-24,False,
verified_0295,Wheat,Fertilizer,Zinc sulphate,18,kg/ha,number,Wheat–T. Aman cropping system table; source display labels gypsum inconsistently,Bangladesh Agricultural Research Institute (BARI),গম-রোপা আমন ধান ফসল ধারার সার ও সেচ ব্যবস্থাপনা,https://baritechnology.org/m/crops/tech_detail/357,প্রযুক্তির বিবরণ > fertilizer table > fertilizer timing and irrigation,,Official webpage/table,Zinc sulphate: 18,direct structured extraction,verified_against_visible_official_source,2026-07-24,False,
verified_0296,Coconut,Sanitation,Pre-fertilizer cleaning — full list,Remove old fronds; Remove accumulated debris at frond bases; Remove leaf litter,,list,,Bangladesh Agricultural Research Institute (BARI),নারিকেলের সমন্বিত ফসল ব্যবস্থাপনা,https://baritechnology.org/m/crops/tech_detail/456,প্রযুক্তির বিবরণ > fertilizer timing and sanitation > pest and disease management,,Official webpage/table,,direct structured extraction of source list,verified_against_visible_official_source,2026-07-24,False,
verified_0297,Maize and dwarf yardlong bean,Region,Suitable areas — item,Jashore,,list_item,,Bangladesh Agricultural Research Institute (BARI),আন্তঃফসল হিসাবে ভুট্টার সাথে খাটো জাতের বরবটির চাষ,https://baritechnology.org/m/crops/tech_detail/502,প্রযুক্তির বিবরণ > crop/variety/area > sowing and harvest > fertilizer management > yield,,Official webpage/table,,direct structured extraction of source list item,verified_against_visible_official_source,2026-07-24,False,
verified_0298,Onion,Region,Suitable districts — item,Rangpur,,list_item,,Bangladesh Agricultural Research Institute (BARI),পেঁয়াজ চাষে সমন্বিত আগাছা ব্যবস্থাপনা,https://baritechnology.org/m/crops/tech_detail/506,প্রযুক্তির বিবরণ > variety/area > planting and harvest > fertilizer rate and application,,Official webpage/table,,direct structured extraction of source list item,verified_against_visible_official_source,2026-07-24,False,
verified_0299,Chia,Nutritional composition,Lipid — minimum,30,percent,number,,Bangladesh Agricultural Research Institute (BARI),চিয়া চাষে কৃষিতাত্ত্বিক ব্যবস্থাপনা,https://baritechnology.org/m/crops/tech_detail/518,প্রযুক্তির বিবরণ > nutrient composition > fertilizer description > planting method > suitability,,Official webpage/table,,structured parse of source-reported range,verified_against_visible_official_source,2026-07-24,False,
verified_0300,BR6,Season classification,Rice season,Aus,,text,,Bangladesh Rice Research Institute (BRRI),আউশ ধানের জাত,https://brri.gov.bd/site/page/51edd399-1ba3-4f9c-bf82-125d681b8ff8/আউশ-ধানের-জাত,আউশ ধানের জাত > variety download list,,Official webpage/table,,direct structured extraction,verified_against_visible_official_source,2026-07-24,False,
verified_0301,BRRI dhan117,Season classification,Rice season,Boro,,text,,Bangladesh Rice Research Institute (BRRI),ব্রি উদ্ভাবিত নতুন বোরো ধানের জাতসমূহ,https://brri.gov.bd/pages/static-pages/699d278d0517136ccaa33510,নতুন বোরো ধানের জাতসমূহ table,,Official webpage/table,,direct structured extraction,verified_against_visible_official_source,2026-07-24,False,
verified_0302,BRRI dhan110,Institution,Developer,BRRI,,text,,Bangladesh Rice Research Institute (BRRI),বিগত বছরে ব্রির উদ্ভাবিত ধানের জাতসমূহ,https://brri.gov.bd/site/page/dccbd42b-3258-467b-8b47-fc74e6bd15e1,বিগত বছরে ব্রির উদ্ভাবিত ধানের জাতসমূহ > বছর ও জাতসমূহ table,,Official webpage/table,,direct structured extraction,verified_against_visible_official_source,2026-07-24,False,
verified_0303,BWMRI Hybrid Maize-2,Plant morphology,Plant height — maximum,240,cm,number,,Bangladesh Wheat and Maize Research Institute (BWMRI),বিডাব্লিউএমআরআই হাইব্রিড ভুট্টা ২,https://bwmri.gov.bd/pages/static-pages/6922dfff933eb65569e24fc5,জাতের পাতা > জাতের বৈশিষ্ট্য > উপযোগী এলাকা > ফলন,,Official webpage/table,,structured parse of source-reported range,verified_against_visible_official_source,2026-07-24,False,
verified_0304,BARI Hybrid Maize-9,Crop duration,Rabi duration — maximum,150,days,number,,Bangladesh Wheat and Maize Research Institute (BWMRI),বারি হাইব্রিড ভুট্টা ৯,https://bwmri.gov.bd/pages/static-pages/6922def6933eb65569e1ebb3,জাতের পাতা > জাতের বৈশিষ্ট্য > উপযোগী এলাকা > ফলন,,Official webpage/table,,structured parse of source-reported range,verified_against_visible_official_source,2026-07-24,False,
verified_0305,BARI Gom-25,Variety trait,Thousand-grain weight — minimum,54,g,number,,Bangladesh Wheat and Maize Research Institute (BWMRI),BARI Gom-25,https://bwmri.gov.bd/site/page/ba774aa2-708e-4438-b977-a206b1113d7b/,জাতের পাতা > জাতের বৈশিষ্ট্য > উপযোগী এলাকা > ফলন,,Official webpage/table,,structured parse of source-reported range,verified_against_visible_official_source,2026-07-24,False,
verified_0306,BARI Gom-26,Variety trait,Thousand-grain weight — minimum,48,g,number,,Bangladesh Wheat and Maize Research Institute (BWMRI),BARI Gom-26,https://bwmri.gov.bd/pages/static-pages/6922e073933eb65569e271de,জাতের পাতা > জাতের বৈশিষ্ট্য > উপযোগী এলাকা > ফলন,,Official webpage/table,,structured parse of source-reported range,verified_against_visible_official_source,2026-07-24,False,
verified_0307,BARI Gom-27,Variety trait,Crop duration — reported range,107-112,days,range,,Bangladesh Wheat and Maize Research Institute (BWMRI),BARI Gom-27,https://bwmri.gov.bd/pages/static-pages/6922df57933eb65569e21533,জাতের পাতা > জাতের বৈশিষ্ট্য > উপযোগী এলাকা > ফলন,,Official webpage/table,,direct structured extraction of source-reported range,verified_against_visible_official_source,2026-07-24,False,
verified_0308,BARI Gom-28,Variety trait,Crop duration — reported range,102-108,days,range,,Bangladesh Wheat and Maize Research Institute (BWMRI),BARI Gom-28,https://bwmri.gov.bd/site/page/d985dfcc-d5f6-4466-8793-26bd129b52c2/,জাতের পাতা > জাতের বৈশিষ্ট্য > উপযোগী এলাকা > ফলন,,Official webpage/table,,direct structured extraction of source-reported range,verified_against_visible_official_source,2026-07-24,False,
verified_0309,BARI Gom-30,Variety trait,Crop duration — reported range,104-108,days,range,,Bangladesh Wheat and Maize Research Institute (BWMRI),BARI Gom-30,https://bwmri.gov.bd/pages/static-pages/6922de18933eb65569e1831b,জাতের পাতা > জাতের বৈশিষ্ট্য > উপযোগী এলাকা > ফলন,,Official webpage/table,,direct structured extraction of source-reported range,verified_against_visible_official_source,2026-07-24,False,
verified_0310,BARI Gom-31,Variety trait,Crop duration — reported range,100-108,days,range,,Bangladesh Wheat and Maize Research Institute (BWMRI),BARI Gom-31,https://bwmri.gov.bd/pages/static-pages/6922dcd2933eb65569e123f6,জাতের পাতা > জাতের বৈশিষ্ট্য > উপযোগী এলাকা > ফলন,,Official webpage/table,,direct structured extraction of source-reported range,verified_against_visible_official_source,2026-07-24,False,
verified_0311,BARI Gom-32,Variety trait,Crop duration — reported range,102-106,days,range,,Bangladesh Wheat and Maize Research Institute (BWMRI),BARI Gom-32,https://bwmri.gov.bd/pages/static-pages/6922e087933eb65569e276c5,জাতের পাতা > জাতের বৈশিষ্ট্য > উপযোগী এলাকা > ফলন,,Official webpage/table,,direct structured extraction of source-reported range,verified_against_visible_official_source,2026-07-24,False,
verified_0312,BARI Gom-33,Variety trait,Crop duration — minimum,108,days,number,,Bangladesh Wheat and Maize Research Institute (BWMRI),BARI Gom-33,https://bwmri.gov.bd/site/page/3873b43b-5523-4681-94f1-0e1bda851d1b,জাতের পাতা > জাতের বৈশিষ্ট্য > উপযোগী এলাকা > ফলন,,Official webpage/table,,structured parse of source-reported range,verified_against_visible_official_source,2026-07-24,False,
verified_0313,BWMRI Gom-5,Variety trait,Crop duration — minimum,112,days,number,,Bangladesh Wheat and Maize Research Institute (BWMRI),BWMRI Gom-5,https://bwmri.gov.bd/pages/static-pages/6922dc25933eb65569e0ea41,জাতের পাতা > জাতের বৈশিষ্ট্য > উপযোগী এলাকা > ফলন,,Official webpage/table,,structured parse of source-reported range,verified_against_visible_official_source,2026-07-24,False,
verified_0314,Wheat in Bangladesh,Crop coefficient,Mid,1.15,Kc,text,February-March,Food and Agriculture Organization of the United Nations (FAO),AQUASTAT Irrigated Crop Calendars and Irrigation Water Requirement,https://www.fao.org/aquastat/en/data-analysis/irrig-water-use/irrigated-crop-calendars/index.html,Irrigated crop calendars > Bangladesh example; Irrigation water requirement > wheat example,,Official webpage/table,,direct structured extraction,verified_against_visible_official_source,2026-07-24,False,
verified_0315,All non-rice crops,Irrigation scheduling,Early-season principle,Use smaller and more frequent applications because young crops have shallow roots and lower evapotranspiration,,text,,Food and Agriculture Organization of the United Nations (FAO),"Irrigation Water Management: Irrigation Scheduling, Chapter 3",https://www.fao.org/4/t7202e/t7202e06.htm,"Chapter 3 > Sections 3.1-3.3 > Tables 3, 4 and 5",,Official scanned technical manual presented as an HTML chapter,,direct structured extraction,verified_against_visible_official_source,2026-07-24,False,
verified_0316,Tomato,Crop water need,March,123,mm/month,text,FAO example for a 150-day crop,Food and Agriculture Organization of the United Nations (FAO),"Irrigation Water Management: Irrigation Water Needs, Chapter 4",https://www.fao.org/4/s2022e/s2022e04.htm,Chapter 4 > Irrigation Water Needs > formula and tomato example,,Official scanned technical manual presented as an HTML chapter,,direct structured extraction,verified_against_visible_official_source,2026-07-24,False,
verified_0317,Wheat,Fertilizer,MoP,120,kg/ha,number,Conservation-tillage cropping-pattern fertilizer table,Bangladesh Agricultural Research Institute (BARI),ফসল বিন্যাসের ফলন বৃদ্ধি ও মৃত্তিকার ভৌতগুণাবলী উন্নয়নের জন্য সংরক্ষিত কর্ষণ ও শস্যের অবশেষ ব্যবহার,https://m.baritechnology.org/crops/tech_detail/293,প্রযুক্তির বিবরণ > conservation tillage depth and crop-residue system > fertilizer application,,Official webpage/table,MoP: 120,direct structured extraction,verified_against_visible_official_source,2026-07-24,False,
verified_0318,Cabbage,Soil benefits of vermicompost,Reported benefits — item,Improves chemical properties,,list_item,,Bangladesh Agricultural Research Institute (BARI),কেঁচো সার ও রাসায়নিক সারের সমন্বিত প্রয়োগে বাঁধাকপি উৎপাদন,https://baritechnology.org/m/crops/tech_detail/297,প্রযুক্তির বিবরণ > fertilizer description > application method > crop care,,Official webpage/table,,direct structured extraction of source list item,verified_against_visible_official_source,2026-07-24,False,
verified_0319,Tomato,Seed,Seed rate — maximum,250,g/ha,number,,Bangladesh Agricultural Research Institute (BARI),জিংক ও বোরন সার পাতায় সিঞ্চণ প্রয়োগে টমেটো চাষ,https://baritechnology.org/m/crops/tech_detail/300,প্রযুক্তির বিবরণ > অঞ্চল/মাটি/বীজ > sowing/transplanting > fertilizer table > foliar application,,Official webpage/table,,structured parse of source-reported range,verified_against_visible_official_source,2026-07-24,False,
verified_0320,Tomato,Nursery,Seedling age at transplanting — reported range,30-35,days,range,,Bangladesh Agricultural Research Institute (BARI),টমেটো উৎপাদনে আরবাস্কুলার মাইকোরাইজা ও ফসফরাসের ব্যবহার,https://baritechnology.org/m/crops/tech_detail/304,প্রযুক্তির বিবরণ > production technology table > fertilizer rate and method,,Official webpage/table,,direct structured extraction of source-reported range,verified_against_visible_official_source,2026-07-24,False,
verified_0321,Mango,Pruning,Material to remove — item,Parasitic plants,,list_item,,Bangladesh Agricultural Research Institute (BARI),আমের ফুল ও ফল ঝরা রোধে টেকসই ব্যবস্থাপনা,https://baritechnology.org/m/crops/tech_detail/322,প্রযুক্তির বিবরণ > seasonal management > age-based fertilizer table > application method,,Official webpage/table,,direct structured extraction of source list item,verified_against_visible_official_source,2026-07-24,False,
verified_0322,Bt Brinjal,Seed,Seed rate — minimum,200,g/ha,number,,Bangladesh Agricultural Research Institute (BARI),বিটি বেগুনের উন্নত উৎপাদন প্রযুক্তি,https://baritechnology.org/m/crops/tech_detail/333,"প্রযুক্তির বিবরণ > varieties/seedlings > soil and planting > irrigation, harvest, yield and finance",,Official webpage/table,,structured parse of source-reported range,verified_against_visible_official_source,2026-07-24,False,
verified_0323,Dwarf hyacinth bean,Seed,Seed rate,85,kg/ha,text,,Bangladesh Agricultural Research Institute (BARI),আন্তঃফসল হিসাবে বেগুনের সাথে ঝাড়শীমের চাষ,https://baritechnology.org/m/crops/tech_detail/334,"প্রযুক্তির বিবরণ > varieties and seed rate > soil and planting > harvest, yield and finance",,Official webpage/table,,direct structured extraction,verified_against_visible_official_source,2026-07-24,False,
verified_0324,Potato,Crop calendar,Planting time,First week of November,,text,,Bangladesh Agricultural Research Institute (BARI),উঁচু গঙ্গাবাহিত প্লাবন ভূমিতে আলু-পেঁয়াজ/ভুট্টা-রোপাআমন ধান ফসল ধারায় সার সুপারিশমালা,https://baritechnology.org/m/crops/tech_detail/346,"প্রযুক্তির বিবরণ > crop sequence, seed rate and fertilizer table > management and yield",,Official webpage/table,,direct structured extraction,verified_against_visible_official_source,2026-07-24,False,
verified_0325,Onion,Fertilizer,MoP,330,kg/ha,number,Kurigram four-crop system fertilizer table,Bangladesh Agricultural Research Institute (BARI),পেঁয়াজ/মুগডাল-পাট-রোপা আমন ধান: কুড়িগ্রাম অঞ্চলের একটি চার ফসল ভিত্তিক উন্নত ফসল বিন্যাস,https://baritechnology.org/m/crops/tech_detail/348,"প্রযুক্তির বিবরণ > fertilizer table > management, harvest and yield",,Official webpage/table,MoP: 330,direct structured extraction,verified_against_visible_official_source,2026-07-24,False,
verified_0326,Cropping system,Region,Suitable AEZ — full list,AEZ-11; AEZ-13; AEZ-14,,list,Khulna coastal and similar areas,Bangladesh Agricultural Research Institute (BARI),খুলনার উপকূলীয় অঞ্চলে রোপাআমন-সরিষা-মুগডাল একটি উন্নত ফসল ধারা,https://baritechnology.org/m/crops/tech_detail/349,"প্রযুক্তির বিবরণ > উৎপাদন প্রযুক্তি > সারের নাম table > সার প্রয়োগ পদ্ধতি, আন্তঃপরিচর্যা ও ফলন",,Official webpage/table,,direct structured extraction of source list,verified_against_visible_official_source,2026-07-24,False,
verified_0327,Garlic and Groundnut,Fertilizer,MoP,80,kg/ha,number,Intercropping technology fertilizer package,Bangladesh Agricultural Research Institute (BARI),বগুড়ার চরাঞ্চলে রসুনের সাথে চীনাবাদামের আন্তঃফসল চাষ একটি লাভজনক প্রযুক্তি,https://baritechnology.org/m/crops/tech_detail/350,"প্রযুক্তির বিবরণ > fertilizer table > management > harvest, yield and finance",,Official webpage/table,MoP: 80,direct structured extraction,verified_against_visible_official_source,2026-07-24,False,
verified_0328,Cropping system,Region,Suitable AEZ — item,AEZ-8,,list_item,Tangail and similar areas,Bangladesh Agricultural Research Institute (BARI),সরিষা-বোরো ধান-পাট-রোপা আমন ধান: টাংগাইল অঞ্চলের একটি অধিক উৎপাদনশীল ফসল বিন্যাস,https://m.baritechnology.org/crops/tech_detail/353,প্রযুক্তির বিবরণ > system comparison > varieties and seed rates > fertilizer table,,Official webpage/table,,direct structured extraction of source list item,verified_against_visible_official_source,2026-07-24,False,
verified_0329,Wheat,Fertilizer,Boric acid,6,kg/ha,number,Wheat–T. Aman cropping system table; source display labels gypsum inconsistently,Bangladesh Agricultural Research Institute (BARI),গম-রোপা আমন ধান ফসল ধারার সার ও সেচ ব্যবস্থাপনা,https://baritechnology.org/m/crops/tech_detail/357,প্রযুক্তির বিবরণ > fertilizer table > fertilizer timing and irrigation,,Official webpage/table,Boric acid: 6,direct structured extraction,verified_against_visible_official_source,2026-07-24,False,
verified_0330,Coconut,Sanitation,Pre-fertilizer cleaning — item,Remove old fronds,,list_item,,Bangladesh Agricultural Research Institute (BARI),নারিকেলের সমন্বিত ফসল ব্যবস্থাপনা,https://baritechnology.org/m/crops/tech_detail/456,প্রযুক্তির বিবরণ > fertilizer timing and sanitation > pest and disease management,,Official webpage/table,,direct structured extraction of source list item,verified_against_visible_official_source,2026-07-24,False,
verified_0331,Maize and dwarf yardlong bean,Region,Suitable areas — item,Pabna,,list_item,,Bangladesh Agricultural Research Institute (BARI),আন্তঃফসল হিসাবে ভুট্টার সাথে খাটো জাতের বরবটির চাষ,https://baritechnology.org/m/crops/tech_detail/502,প্রযুক্তির বিবরণ > crop/variety/area > sowing and harvest > fertilizer management > yield,,Official webpage/table,,direct structured extraction of source list item,verified_against_visible_official_source,2026-07-24,False,
verified_0332,Onion,Region,Suitable districts — item,Faridpur,,list_item,,Bangladesh Agricultural Research Institute (BARI),পেঁয়াজ চাষে সমন্বিত আগাছা ব্যবস্থাপনা,https://baritechnology.org/m/crops/tech_detail/506,প্রযুক্তির বিবরণ > variety/area > planting and harvest > fertilizer rate and application,,Official webpage/table,,direct structured extraction of source list item,verified_against_visible_official_source,2026-07-24,False,
verified_0333,Chia,Nutritional composition,Lipid — maximum,33,percent,number,,Bangladesh Agricultural Research Institute (BARI),চিয়া চাষে কৃষিতাত্ত্বিক ব্যবস্থাপনা,https://baritechnology.org/m/crops/tech_detail/518,প্রযুক্তির বিবরণ > nutrient composition > fertilizer description > planting method > suitability,,Official webpage/table,,structured parse of source-reported range,verified_against_visible_official_source,2026-07-24,False,
verified_0334,BR6,Resource availability,Official variety document,Download listed on BRRI page,,text,,Bangladesh Rice Research Institute (BRRI),আউশ ধানের জাত,https://brri.gov.bd/site/page/51edd399-1ba3-4f9c-bf82-125d681b8ff8/আউশ-ধানের-জাত,আউশ ধানের জাত > variety download list,,Official webpage/table,,direct structured extraction,verified_against_visible_official_source,2026-07-24,False,
verified_0335,BRRI dhan117,Variety status,Listed as new BRRI Boro variety,True,,boolean,,Bangladesh Rice Research Institute (BRRI),ব্রি উদ্ভাবিত নতুন বোরো ধানের জাতসমূহ,https://brri.gov.bd/pages/static-pages/699d278d0517136ccaa33510,নতুন বোরো ধানের জাতসমূহ table,,Official webpage/table,,direct structured extraction,verified_against_visible_official_source,2026-07-24,False,
verified_0336,BRRI dhan111,Release,Release year,2025,year,text,,Bangladesh Rice Research Institute (BRRI),বিগত বছরে ব্রির উদ্ভাবিত ধানের জাতসমূহ,https://brri.gov.bd/site/page/dccbd42b-3258-467b-8b47-fc74e6bd15e1,বিগত বছরে ব্রির উদ্ভাবিত ধানের জাতসমূহ > বছর ও জাতসমূহ table,,Official webpage/table,,direct structured extraction,verified_against_visible_official_source,2026-07-24,False,
verified_0337,BWMRI Hybrid Maize-2,Plant morphology,Cob height — reported range,100-130,cm,range,,Bangladesh Wheat and Maize Research Institute (BWMRI),বিডাব্লিউএমআরআই হাইব্রিড ভুট্টা ২,https://bwmri.gov.bd/pages/static-pages/6922dfff933eb65569e24fc5,জাতের পাতা > জাতের বৈশিষ্ট্য > উপযোগী এলাকা > ফলন,,Official webpage/table,,direct structured extraction of source-reported range,verified_against_visible_official_source,2026-07-24,False,
verified_0338,BARI Hybrid Maize-9,Crop duration,Kharif duration — reported range,105-110,days,range,,Bangladesh Wheat and Maize Research Institute (BWMRI),বারি হাইব্রিড ভুট্টা ৯,https://bwmri.gov.bd/pages/static-pages/6922def6933eb65569e1ebb3,জাতের পাতা > জাতের বৈশিষ্ট্য > উপযোগী এলাকা > ফলন,,Official webpage/table,,direct structured extraction of source-reported range,verified_against_visible_official_source,2026-07-24,False,
